VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_2601.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6240.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6343.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1514.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3636.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_170.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5332.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_832.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3815.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_8650.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7772.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6923.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6235.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7187.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6216.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1714.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_484.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3726.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6296.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1932.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2261.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4771.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_7988.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2523.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6618.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6306.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_442.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6035.mp4,News program
