VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_4198.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7038.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7475.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2250.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_7633.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3396.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7389.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_218.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3935.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_2090.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8515.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2547.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6005.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6538.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_2034.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5467.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4719.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7749.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1090.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7028.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1292.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_570.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1729.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3938.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3678.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6619.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2273.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1485.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_480.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7489.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_46.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5784.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_8292.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_435.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4592.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1947.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8460.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_516.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_3175.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_847.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6799.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6127.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1574.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2694.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_21.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3641.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3926.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1625.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_3372.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6328.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8445.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1720.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4384.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7004.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2594.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_456.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_7648.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4028.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6892.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1914.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8033.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2334.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6976.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_502.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2076.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7318.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_4782.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2763.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4402.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6468.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5862.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7347.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2862.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6057.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6726.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7512.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2757.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4100.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1376.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_815.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_5298.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8587.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_123.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_9036.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6729.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8013.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_4532.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3105.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5389.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1772.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6009.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_725.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3539.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2360.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7990.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7558.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5644.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2751.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8526.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1700.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4706.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4166.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_5217.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3921.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_6973.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_2158.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1374.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6745.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7665.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1222.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_4557.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3176.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_4411.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7644.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1251.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_3853.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_1045.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_8824.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7093.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3063.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7856.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1390.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7769.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6480.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_4400.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1341.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_906.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1305.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6510.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_7532.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_3975.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_6980.mp4,Entertainment
/storage/haibn/yt8m/test_lotus/lotus_video_4096.mp4,News program
/storage/haibn/yt8m/test_lotus/lotus_video_1056.mp4,News program
