VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_7680.mp4,342 0.981806 11 0.300281 1265 0.0350565 20 0.0185193 341 0.0103363 22 0.00899854 211 0.00679621 16 0.00479046 29 0.00433028 26 0.00422683 250 0.00236619 791 0.00194928 303 0.00193682 483 0.00182912 1 0.00179446 9 0.00178984 605 0.00175923 15 0.00161538 99 0.00145447 334 0.00144213
/storage/haibn/yt8m/test_lotus/lotus_video_5796.mp4,342 0.999073 39 0.135479 121 0.0139928 233 0.00603557 207 0.00547326 16 0.00520775 5 0.00511995 26 0.00499815 393 0.00340456 156 0.00318775 688 0.00272965 202 0.00165078 1 0.00150004 0 0.00134474 866 0.00124475 136 0.00121334 9 0.00117183 35 0.0010055 370 0.00100234 194 0.000931174
/storage/haibn/yt8m/test_lotus/lotus_video_2935.mp4,342 0.998065 5 0.949696 16 0.180896 0 0.0228299 1 0.0157726 84 0.00356042 268 0.00218332 362 0.00137329 36 0.00134909 25 0.000843644 69 0.000834078 19 0.000737131 644 0.000690281 1312 0.000681579 144 0.000675678 1082 0.00064832 309 0.000624537 35 0.000587404 34 0.000581682 354 0.000573337
/storage/haibn/yt8m/test_lotus/lotus_video_1052.mp4,342 0.997192 1 0.0870593 105 0.0420353 488 0.0301507 0 0.0137538 424 0.0104377 5 0.00344443 245 0.00342825 183 0.00335872 535 0.00299802 192 0.0028159 7 0.00257125 16 0.00248644 26 0.00231448 455 0.00214806 157 0.00145125 2 0.00141686 193 0.00139076 331 0.00128955 64 0.00126627
/storage/haibn/yt8m/test_lotus/lotus_video_9050.mp4,342 0.995859 39 0.0240718 0 0.0213508 26 0.0212415 1684 0.016256 2720 0.00758424 16 0.00714755 1366 0.00653121 1872 0.00488901 607 0.00458261 1259 0.00339389 1 0.00315335 43 0.00271448 239 0.00266206 337 0.00244251 15 0.00236523 202 0.00231931 136 0.00230736 233 0.00220558 368 0.00206944
/storage/haibn/yt8m/test_lotus/lotus_video_3547.mp4,342 0.999992 0 0.00673592 41 0.00576097 1 0.00505316 8 0.00282356 5 0.00126296 429 0.00100312 159 0.000945359 2 0.000759721 35 0.000663102 52 0.000637174 34 0.000612646 16 0.000563383 111 0.000533938 205 0.000522554 17 0.000487447 150 0.000480413 42 0.000463903 337 0.000449717 92 0.000433445
/storage/haibn/yt8m/test_lotus/lotus_video_1827.mp4,342 0.999938 1 0.0635903 0 0.0432044 2 0.0257766 193 0.0181267 7 0.00499058 35 0.00359577 18 0.003241 36 0.00280893 150 0.00213844 196 0.00201154 69 0.00180557 5 0.00171781 132 0.00164476 1178 0.00159389 280 0.00155199 963 0.00137433 1207 0.00133783 8 0.00129673 15 0.00126418
/storage/haibn/yt8m/test_lotus/lotus_video_2661.mp4,342 0.9975 43 0.0101716 1 0.00596398 18 0.00425887 15 0.00421146 0 0.00367296 2583 0.00183317 752 0.00181898 64 0.00174811 59 0.00124156 1576 0.00121814 101 0.0011878 823 0.00104332 374 0.00100684 239 0.000933498 180 0.000928342 7 0.00091067 789 0.000895947 196 0.000869542 149 0.000822663
/storage/haibn/yt8m/test_lotus/lotus_video_8778.mp4,342 0.99742 0 0.0164271 5 0.0144436 1 0.0131418 16 0.00753927 26 0.0065957 15 0.00250819 18 0.00189114 900 0.0014776 36 0.000997305 315 0.000966251 170 0.000880331 64 0.000844151 186 0.00080812 239 0.000794739 35 0.000793755 327 0.000770867 19 0.000756264 17 0.000722647 9 0.000674725
/storage/haibn/yt8m/test_lotus/lotus_video_5133.mp4,342 0.994229 1 0.0700307 285 0.0434105 645 0.0268763 375 0.0219424 124 0.0201994 25 0.0180604 36 0.0120815 665 0.0116052 43 0.0112155 94 0.00940081 317 0.00917593 0 0.00867125 268 0.00677538 420 0.0059166 423 0.00565287 159 0.00545332 663 0.005092 1182 0.00403309 71 0.00398231
/storage/haibn/yt8m/test_lotus/lotus_video_2531.mp4,342 0.995178 289 0.223395 419 0.200123 571 0.13184 60 0.129161 385 0.0632763 1055 0.060142 96 0.0513906 2 0.0464852 43 0.0432266 1389 0.0311546 239 0.0288048 428 0.0204982 76 0.0191161 101 0.0190476 363 0.0174633 64 0.016438 1238 0.0156666 789 0.0141734 17 0.0125039
/storage/haibn/yt8m/test_lotus/lotus_video_6769.mp4,342 0.99735 0 0.792967 12 0.158144 689 0.0904352 1224 0.0139928 91 0.00499201 696 0.00441241 705 0.00195175 874 0.000880629 1 0.000831813 9 0.000798911 309 0.000762582 210 0.000748247 226 0.000629574 1281 0.000624359 2434 0.000460237 193 0.000409961 2895 0.000397563 7 0.000389576 34 0.000368744
/storage/haibn/yt8m/test_lotus/lotus_video_5081.mp4,342 0.994633 1 0.0181884 0 0.0129461 16 0.00566658 8 0.00245357 25 0.00240901 242 0.00226986 5 0.00178015 60 0.00164303 64 0.00115991 470 0.00114253 17 0.00113437 19 0.00111425 459 0.000988722 119 0.000959694 254 0.000926167 113 0.000889391 203 0.000725389 71 0.000703216 686 0.000688255
/storage/haibn/yt8m/test_lotus/lotus_video_2768.mp4,342 0.99997 1 0.0478874 0 0.0154059 35 0.0109773 5 0.0074777 134 0.00572094 19 0.00470722 92 0.00379348 8 0.00348887 535 0.00301787 25 0.00236684 349 0.00230148 16 0.0020979 517 0.0020833 795 0.00192088 595 0.00165236 478 0.00137991 193 0.00137892 15 0.00122645 7 0.00121233
/storage/haibn/yt8m/test_lotus/lotus_video_793.mp4,342 0.998196 5 0.991127 16 0.171486 0 0.0218196 1 0.0170967 244 0.00219217 292 0.00188324 35 0.00152531 1082 0.00135192 136 0.00125521 733 0.0011158 1829 0.00104147 1903 0.000915617 9 0.000782728 647 0.000726193 8 0.000713527 34 0.000685871 1211 0.000558585 48 0.000508279 81 0.000496686
/storage/haibn/yt8m/test_lotus/lotus_video_5301.mp4,342 0.997711 0 0.0437542 1 0.0180612 5 0.00379702 26 0.00259319 7 0.0020552 16 0.00190839 2 0.0015687 8 0.0012556 17 0.000993967 193 0.000764132 15 0.000744283 18 0.00063929 36 0.000611633 43 0.000611007 268 0.000542581 150 0.000535756 69 0.000533253 94 0.000512838 64 0.000510871
/storage/haibn/yt8m/test_lotus/lotus_video_4902.mp4,342 0.999023 1 0.100814 0 0.0665751 5 0.0333326 71 0.00917786 16 0.00852382 204 0.00811172 150 0.00745365 8 0.00422972 152 0.00405228 69 0.00227019 35 0.00214434 25 0.00204962 68 0.00130713 7 0.00128818 136 0.00123125 193 0.00108334 72 0.00103027 268 0.00095284 242 0.000847101
/storage/haibn/yt8m/test_lotus/lotus_video_8483.mp4,342 0.997776 298 0.00870889 45 0.00690156 26 0.0068652 19 0.00486046 0 0.00422838 1 0.00400516 16 0.00314599 51 0.00300339 137 0.0027312 2 0.00257027 64 0.00224525 113 0.00182649 17 0.00171563 119 0.00162843 7 0.00156465 5 0.00134283 186 0.00131676 105 0.00118712 99 0.00112966
/storage/haibn/yt8m/test_lotus/lotus_video_5483.mp4,342 0.985065 1 0.0825314 25 0.0462212 36 0.0218952 15 0.0132461 0 0.0130049 282 0.00554135 94 0.00494784 35 0.00461215 18 0.00424874 239 0.00326326 159 0.00262749 626 0.00262126 337 0.00243607 16 0.0023129 484 0.00213462 1354 0.00159982 517 0.00159916 285 0.00153211 157 0.00136897
/storage/haibn/yt8m/test_lotus/lotus_video_3680.mp4,342 0.98464 39 0.979989 338 0.498118 156 0.484764 121 0.435217 207 0.187734 529 0.0399675 1086 0.0185503 202 0.0138003 1104 0.0111457 627 0.0100092 233 0.00611976 2370 0.00288153 94 0.00201485 194 0.00134829 393 0.00122207 26 0.00105476 9 0.000953197 80 0.000896901 36 0.000895739
/storage/haibn/yt8m/test_lotus/lotus_video_6109.mp4,342 0.966373 251 0.0126299 2 0.011202 333 0.00931463 64 0.00746167 298 0.00559846 347 0.00504047 313 0.00474924 411 0.00370553 62 0.0036287 17 0.00353733 45 0.00326914 15 0.00289389 5 0.00208321 88 0.00190902 72 0.00185737 26 0.0016765 68 0.00159696 1 0.00144073 239 0.00141943
/storage/haibn/yt8m/test_lotus/lotus_video_3046.mp4,342 0.988602 1 0.0167958 14 0.010032 0 0.00825474 25 0.00700644 9 0.00217134 337 0.00198364 16 0.0017361 26 0.00163314 34 0.00142944 35 0.00128073 459 0.00112641 420 0.000982195 242 0.000927597 332 0.000840485 8 0.000809878 196 0.000746697 438 0.000699282 105 0.000641286 1021 0.000640422
/storage/haibn/yt8m/test_lotus/lotus_video_290.mp4,342 0.996697 18 0.0330664 0 0.0212605 1 0.0160603 15 0.0126974 5 0.00654936 67 0.00429431 35 0.0037663 43 0.00263569 19 0.00223652 59 0.00158769 16 0.00134441 140 0.00124902 170 0.00123513 26 0.00123048 8 0.00111467 17 0.00106087 60 0.000879735 535 0.000858754 64 0.000789225
/storage/haibn/yt8m/test_lotus/lotus_video_5642.mp4,342 0.998405 8 0.023674 0 0.0198484 1 0.00897294 35 0.00842074 16 0.00344107 5 0.00299156 453 0.00185108 268 0.00151911 26 0.00129166 159 0.00126809 110 0.00125146 150 0.00121546 301 0.00108868 193 0.00104368 459 0.00101769 144 0.000989169 242 0.00097847 917 0.000933707 71 0.000930905
/storage/haibn/yt8m/test_lotus/lotus_video_604.mp4,342 0.998912 289 0.193645 119 0.119338 113 0.107124 1 0.087374 64 0.0706601 1238 0.0505913 2032 0.0475441 465 0.0436325 2 0.0422964 475 0.0226815 519 0.0156937 1781 0.0151257 16 0.0144527 777 0.0139742 666 0.0133623 419 0.0109481 1294 0.0104958 1918 0.00963396 45 0.00914437
/storage/haibn/yt8m/test_lotus/lotus_video_6697.mp4,342 0.9778 276 0.0730394 0 0.0273667 64 0.0153538 220 0.0117907 149 0.00863746 606 0.0085195 1797 0.00557774 2761 0.0054909 2351 0.00419387 1 0.00417155 94 0.00405335 1838 0.00360161 251 0.0034329 2 0.00272176 783 0.0026758 15 0.0025605 1615 0.00241965 17 0.00236395 347 0.00235558
