VideoId,LabelConfidencePairs
/storage/haibn/yt8m/test_lotus/lotus_video_2601.mp4,342 0.999451 16 0.00619361 0 0.00514892 5 0.00396287 1 0.00381106 315 0.00170666 505 0.00118142 42 0.00114191 26 0.00113064 159 0.00107092 39 0.000964254 105 0.000956297 36 0.00093174 196 0.000829548 19 0.000800222 18 0.000665992 73 0.000649065 74 0.000635207 64 0.000603855 34 0.000578493
/storage/haibn/yt8m/test_lotus/lotus_video_6240.mp4,342 0.999428 26 0.0055705 16 0.0022786 111 0.0012531 99 0.00119126 8 0.00117677 259 0.00112104 282 0.000998199 595 0.000971437 0 0.000968307 159 0.000954449 337 0.00073725 196 0.000730485 42 0.000707537 1 0.000695348 34 0.000644714 660 0.000603378 308 0.000599176 459 0.000591934 242 0.000586003
/storage/haibn/yt8m/test_lotus/lotus_video_6343.mp4,342 0.997201 15 0.782182 18 0.188037 96 0.0402325 1183 0.0150625 170 0.0126886 463 0.0118747 314 0.00740764 509 0.00476623 140 0.00455874 67 0.00381508 9 0.00344014 194 0.00335172 727 0.00327334 26 0.00317061 363 0.00260392 36 0.00224632 203 0.00203118 555 0.00185922 1812 0.0017983
/storage/haibn/yt8m/test_lotus/lotus_video_1514.mp4,342 0.996071 1 0.00999948 0 0.00670353 150 0.00252599 5 0.00230309 204 0.00147888 18 0.00103697 8 0.00102708 136 0.00102392 239 0.00101775 193 0.000995815 159 0.000985146 226 0.000974238 43 0.000968874 73 0.000967205 34 0.000945956 85 0.000928819 16 0.000888586 35 0.000807047 31 0.000796288
/storage/haibn/yt8m/test_lotus/lotus_video_3636.mp4,11 0.961226 342 0.938222 32 0.902818 29 0.579356 20 0.204903 22 0.0975294 1671 0.038018 303 0.0242264 1115 0.0150296 397 0.0134646 1045 0.0122102 1136 0.0103362 120 0.00982663 752 0.00898394 605 0.0089592 559 0.00686783 370 0.00662601 123 0.00561681 1943 0.00445169 221 0.00439513
/storage/haibn/yt8m/test_lotus/lotus_video_170.mp4,342 0.998206 8 0.0918371 1 0.0186736 0 0.0174302 453 0.0167342 5 0.0123197 139 0.00767371 16 0.00413644 203 0.00402501 18 0.00291783 26 0.00249729 35 0.00217757 15 0.0018228 42 0.00153178 282 0.0013445 309 0.00123322 535 0.001156 194 0.00110632 34 0.00103512 87 0.000967354
/storage/haibn/yt8m/test_lotus/lotus_video_5332.mp4,342 0.99286 18 0.00566006 0 0.00430185 15 0.00214773 1 0.00208625 43 0.00188497 25 0.00180048 16 0.00172499 205 0.00153586 7 0.0014551 8 0.00128561 11 0.00128517 26 0.00119144 5 0.00117812 59 0.00110796 2 0.0010702 9 0.000975192 118 0.000966787 67 0.000828147 21 0.00076896
/storage/haibn/yt8m/test_lotus/lotus_video_832.mp4,342 0.997092 5 0.311041 0 0.0503067 1 0.0407435 16 0.0287454 26 0.00905868 81 0.00340185 1064 0.00227422 309 0.00222364 193 0.00170979 108 0.00170836 1829 0.00128359 733 0.0012534 36 0.00112358 1033 0.00110102 15 0.00109413 69 0.000839442 106 0.000797778 150 0.000766754 1119 0.000682116
/storage/haibn/yt8m/test_lotus/lotus_video_3815.mp4,9 0.999627 342 0.994603 10 0.434855 34 0.185022 4 0.0486538 37 0.0097385 1523 0.00557306 16 0.00496453 64 0.00371286 889 0.00337407 840 0.00327614 159 0.00315568 39 0.00241253 82 0.00214145 27 0.00210458 26 0.0020006 99 0.00187725 189 0.0017966 550 0.00162578 1 0.00150967
/storage/haibn/yt8m/test_lotus/lotus_video_8650.mp4,342 0.997406 1 0.0204924 0 0.00651142 2 0.00261027 43 0.00149223 16 0.00145307 19 0.00140777 51 0.00134635 45 0.00130704 17 0.00130212 64 0.00123167 105 0.00112933 18 0.00101677 25 0.00100124 7 0.000907302 42 0.000777423 5 0.000715643 59 0.000673324 94 0.000652939 60 0.000640869
/storage/haibn/yt8m/test_lotus/lotus_video_7772.mp4,342 0.99911 1 0.0255995 0 0.0132714 159 0.00469998 35 0.00244465 626 0.00124332 5 0.00120857 92 0.000789016 16 0.000763476 478 0.000625819 85 0.000618517 196 0.000604391 48 0.000592291 349 0.000588745 739 0.000568628 268 0.00056091 9 0.000556082 665 0.00053516 34 0.000532508 36 0.000523418
/storage/haibn/yt8m/test_lotus/lotus_video_6923.mp4,342 0.993089 39 0.234503 393 0.0154771 233 0.0137963 16 0.0121084 866 0.0094026 121 0.00570661 0 0.00549254 674 0.00441006 5 0.00429723 1 0.00426373 11 0.00361899 207 0.00287279 156 0.00258994 932 0.00225091 627 0.0020465 202 0.00200734 26 0.00199372 36 0.00163993 315 0.0014033
/storage/haibn/yt8m/test_lotus/lotus_video_6235.mp4,342 0.999462 0 0.0308616 1 0.00985986 5 0.00920543 1630 0.00802276 35 0.00796506 16 0.0075902 1716 0.00734511 85 0.00453192 438 0.00348425 41 0.00328359 26 0.0024609 282 0.00244746 133 0.00216568 268 0.00189713 459 0.00189123 309 0.00174144 47 0.00170794 18 0.00170669 429 0.00159633
/storage/haibn/yt8m/test_lotus/lotus_video_7187.mp4,342 0.999824 0 0.0321568 1 0.00679472 7 0.00140303 105 0.0012551 26 0.00114048 21 0.00106925 5 0.00086984 73 0.000843078 63 0.000833392 115 0.000815451 23 0.000803828 2 0.000786304 159 0.000769794 34 0.000753075 9 0.000713855 180 0.000686586 270 0.000678658 36 0.000676185 147 0.000665516
/storage/haibn/yt8m/test_lotus/lotus_video_6216.mp4,342 0.998747 1 0.544017 0 0.21228 124 0.0179254 35 0.00973606 677 0.0084562 5 0.00712079 219 0.00676563 317 0.00355488 68 0.00297022 223 0.00272956 186 0.00261322 183 0.00255647 19 0.00243086 180 0.00226444 69 0.00215665 105 0.00208566 72 0.00206381 16 0.00197053 739 0.00184301
/storage/haibn/yt8m/test_lotus/lotus_video_1714.mp4,342 0.998291 5 0.0537715 7 0.0200901 141 0.0190503 2 0.0164037 247 0.0159971 71 0.014859 8 0.0137859 191 0.0112969 299 0.00724772 69 0.00450328 406 0.00355038 255 0.00336444 19 0.00321665 99 0.00300658 474 0.00290287 248 0.00277275 221 0.00274882 17 0.00271177 236 0.00253761
/storage/haibn/yt8m/test_lotus/lotus_video_484.mp4,342 0.99914 39 0.0340536 1 0.0184918 0 0.013316 26 0.00289103 121 0.00245911 233 0.00166142 254 0.00114021 73 0.00112858 5 0.00110033 9 0.000914037 202 0.000856459 207 0.000768274 203 0.000739455 69 0.00071308 16 0.000707239 733 0.000697613 63 0.000671506 48 0.000605226 105 0.000582516
